level_0,index,Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,BRAIN_N01_neg m/z,BRAIN_N01_neg RT mean,BRAIN_N01_neg Normalized Area,BRAIN_N50_neg m/z,BRAIN_N50_neg RT mean,BRAIN_N50_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM,Ratio_N50/N01,[M-H]-,[M+HCOO]-
548,548,,0.39,6.38,983.6343,12.02 - 12.52,1,1800.0,-,-,0.0,983.6343,12.41,3610.0,00:01.0,0.0,3610.0,00:01.0,12.41,,,#DIV/0!,[],[]
549,549,,0.4,6.95,838.5312,10.86 - 11.06,1,1800.0,-,-,0.0,838.5312,11.0,3550.0,00:01.0,0.0,3550.0,00:01.0,11.0,,,#DIV/0!,['Phosphatidylethanolamine (44:10)'],['Phosphatidylserine (O-38:6)' 'Sulfohexosyl ceramide (d35:1)']
550,550,,0.38,6.61,1048.5021,10.56 - 10.72,1,1800.0,-,-,0.0,1048.5021,10.59,3540.0,00:01.0,0.0,3540.0,00:01.0,10.59,,,#DIV/0!,[],[]
551,551,,0.43,8.89,760.5441,7.65 - 7.94,1,1800.0,-,-,0.0,760.5441,7.91,3620.0,00:01.0,0.0,3620.0,00:01.0,7.91,,,#DIV/0!,['Phosphatidylserine (O-35:1)'],['Phosphatidylcholine (O-32:2)' 'Phosphatidylethanolamine (O-35:2)']
552,552,,0.4,7.04,1061.4767,6.32 - 6.63,1,1800.0,-,-,0.0,1061.4767,6.49,3510.0,00:01.0,0.0,3510.0,00:01.0,6.49,,,#DIV/0!,[],[]
553,553,,0.43,8.8,473.2804,6.12 - 6.36,1,1800.0,-,-,0.0,473.2804,6.24,3690.0,00:01.0,0.0,3690.0,00:01.0,6.24,,,#DIV/0!,[],[]
554,554,,0.43,9.3,793.1649,5.66 - 5.84,1,1800.0,-,-,0.0,793.1649,5.74,3600.0,00:01.0,0.0,3600.0,00:01.0,5.74,,,#DIV/0!,[],[]
555,555,,0.42,8.57,412.1906,3.13 - 4.93,1,1800.0,-,-,0.0,412.1906,3.36,3620.0,00:01.0,0.0,3620.0,00:01.0,3.36,,,#DIV/0!,[],[]
556,556,,0.43,9.11,522.2832,1.78 - 1.97,1,1800.0,-,-,0.0,522.2832,1.85,3570.0,00:01.0,0.0,3570.0,00:01.0,1.85,,,#DIV/0!,['Lysophosphatidylserine (18:1)' 'Phosphatidylserine (O-18:1)'],['Lysophosphatidylethanolamine (18:2)']
557,557,,0.41,7.03,1136.9286,16.87 - 16.97,1,1700.0,-,-,0.0,1136.9286,16.92,3410.0,00:01.0,0.0,3410.0,00:01.0,16.92,,,#DIV/0!,[],[]
558,558,,0.41,7.38,1122.9465,16.84 - 17.07,1,1700.0,-,-,0.0,1122.9465,16.91,3470.0,00:01.0,0.0,3470.0,00:01.0,16.91,,,#DIV/0!,[],[]
559,559,,0.41,6.77,1497.9783,15.82 - 16.08,1,1700.0,-,-,0.0,1497.9783,15.95,3320.0,00:01.0,0.0,3320.0,00:01.0,15.95,,,#DIV/0!,[],[]
560,560,,0.38,6.1,1396.3447,14.59 - 14.75,1,1700.0,-,-,0.0,1396.3447,14.7,3300.0,00:01.0,0.0,3300.0,00:01.0,14.7,,,#DIV/0!,[],[]
561,561,,0.37,5.97,1014.5969,13.57 - 13.98,1,1700.0,-,-,0.0,1014.5969,13.76,3500.0,00:01.0,0.0,3500.0,00:01.0,13.76,,,#DIV/0!,[],['Sulfodihexosyl ceramide (d36:1)']
562,562,,0.4,7.09,962.6075,12.86 - 13.21,1,1700.0,-,-,0.0,962.6075,12.98,3440.0,00:01.0,0.0,3440.0,00:01.0,12.98,,,#DIV/0!,[],['Phosphatidylserine (46:7)']
563,563,,0.31,5.37,1086.4961,12.16 - 12.57,1,1700.0,-,-,0.0,1086.4961,12.25,3360.0,00:01.0,0.0,3360.0,00:01.0,12.25,,,#DIV/0!,[],[]
564,564,,0.35,5.53,964.6668,11.49 - 11.90,1,1700.0,-,-,0.0,964.6668,11.78,3340.0,00:01.0,0.0,3340.0,00:01.0,11.78,,,#DIV/0!,['Dihexosyl ceramide (d42:5)'],['Phosphatidylserine (O-47:6)' 'Sulfohexosyl ceramide (d44:1)']
565,565,,0.38,6.32,1002.5624,11.58 - 11.85,1,1700.0,-,-,0.0,1002.5624,11.7,3400.0,00:01.0,0.0,3400.0,00:01.0,11.7,,,#DIV/0!,[],[]
566,566,,0.39,6.78,657.5083,11.21 - 11.42,1,1700.0,-,-,0.0,657.5083,11.31,3310.0,00:01.0,0.0,3310.0,00:01.0,11.31,,,#DIV/0!,[],['Monoalkylmonoacylglycerol (O-37:6)']
567,567,,0.3,5.46,1484.1394,11.13 - 11.25,1,1700.0,-,-,0.0,1484.1394,11.22,3400.0,00:01.0,0.0,3400.0,00:01.0,11.22,,,#DIV/0!,[],[]
568,568,,0.37,5.78,818.5708,11.04 - 11.27,1,1700.0,-,-,0.0,818.5708,11.17,3410.0,00:01.0,0.0,3410.0,00:01.0,11.17,,,#DIV/0!,"['Phosphatidylcholine (39:6)' 'Phosphatidylethanolamine (42:6)'
 'Dihexosyl ceramide (d31:1)']",['Hexosyl ceramide (d40:6)' 'Ceramide phosphate (d46:7)']
569,569,,0.41,7.47,758.5643,10.89 - 11.17,1,1700.0,-,-,0.0,758.5643,11.11,3490.0,00:01.0,0.0,3490.0,00:01.0,11.11,,,#DIV/0!,"['Phosphatidylcholine (34:1)' 'Phosphatidylethanolamine (37:1)'
 'Hexosyl ceramide (d39:6)']",[]
570,570,,0.35,5.43,974.5035,10.87 - 11.13,1,1700.0,-,-,0.0,974.5035,11.0,3300.0,00:01.0,0.0,3300.0,00:01.0,11.0,,,#DIV/0!,[],[]
571,571,,0.4,7.31,890.4651,7.84 - 8.02,1,1700.0,-,-,0.0,890.4651,7.93,3360.0,00:01.0,0.0,3360.0,00:01.0,7.93,,,#DIV/0!,[],[]
572,572,,0.38,6.28,1221.7759,6.96 - 7.47,1,1700.0,-,-,0.0,1221.7759,7.16,3480.0,00:01.0,0.0,3480.0,00:01.0,7.16,,,#DIV/0!,['Ganglioside GM3 (d39:1)'],['Phosphatidylglycerophosphate (60:9)']
573,573,,0.42,9.21,504.2446,6.11 - 6.36,1,1700.0,-,-,0.0,504.2446,6.24,3440.0,00:01.0,0.0,3440.0,00:01.0,6.24,,,#DIV/0!,[],[]
574,574,,0.2,4.98,548.2337,5.99 - 6.32,1,1700.0,-,-,0.0,548.2337,6.24,3370.0,00:01.0,0.0,3370.0,00:01.0,6.24,,,#DIV/0!,[],[]
575,575,,0.33,5.4,928.5249,5.71 - 6.36,1,1700.0,-,-,0.0,928.5249,5.79,3330.0,00:01.0,0.0,3330.0,00:01.0,5.79,,,#DIV/0!,[],['Phosphatidylserine (44:10)']
576,576,,0.45,9.1,281.2474,3.20 - 3.94,1,1700.0,-,-,0.0,281.2474,3.79,3350.0,00:01.0,0.0,3350.0,00:01.0,3.79,,,#DIV/0!,['octadecenoate'],[]
577,577,,0.41,7.37,1094.9113,16.51 - 16.69,1,1600.0,-,-,0.0,1094.9113,16.6,3130.0,00:01.0,0.0,3130.0,00:01.0,16.6,,,#DIV/0!,[],[]
578,578,,0.37,5.51,1470.373,14.97 - 15.19,1,1600.0,-,-,0.0,1470.373,15.14,3150.0,00:01.0,0.0,3150.0,00:01.0,15.14,,,#DIV/0!,[],[]
579,579,,0.41,7.35,964.7732,14.84 - 15.22,1,1600.0,-,-,0.0,964.7732,15.12,3190.0,00:01.0,0.0,3190.0,00:01.0,15.12,,,#DIV/0!,['Phosphatidylethanolamine (52:3)'],[]
580,580,,0.33,5.54,868.5953,13.52 - 13.90,1,1600.0,-,-,0.0,868.5953,13.79,3190.0,00:01.0,0.0,3190.0,00:01.0,13.79,,,#DIV/0!,['Phosphatidylethanolamine (46:9)'],[]
581,581,,0.37,5.89,693.5468,12.38 - 12.87,1,1600.0,-,-,0.0,693.5468,12.74,3170.0,00:01.0,0.0,3170.0,00:01.0,12.74,,,#DIV/0!,['Diacylglycerol (42:7)'],[]
582,582,,0.32,5.29,1164.511,12.11 - 12.47,1,1600.0,-,-,0.0,1164.511,12.42,3270.0,00:01.0,0.0,3270.0,00:01.0,12.42,,,#DIV/0!,[],[]
583,583,,0.38,6.16,904.6758,12.00 - 12.33,1,1600.0,-,-,0.0,904.6758,12.07,3200.0,00:01.0,0.0,3200.0,00:01.0,12.07,,,#DIV/0!,"['Phosphatidylcholine (45:5)' 'Phosphatidylethanolamine (48:5)'
 'Dihexosyl ceramide (d37:0)']",['Ceramide phosphate (d52:6)']
584,584,,0.36,5.72,810.5131,10.21 - 10.66,1,1600.0,-,-,0.0,810.5131,10.55,3300.0,00:01.0,0.0,3300.0,00:01.0,10.55,,,#DIV/0!,['Phosphatidylethanolamine (42:10)'],['Sulfohexosyl ceramide (d33:1)']
585,585,,0.41,7.56,544.1906,6.04 - 6.39,1,1600.0,-,-,0.0,544.1906,6.22,3160.0,00:01.0,0.0,3160.0,00:01.0,6.22,,,#DIV/0!,[],[]
586,586,,0.4,6.87,529.2358,6.13 - 6.31,1,1600.0,-,-,0.0,529.2358,6.22,3160.0,00:01.0,0.0,3160.0,00:01.0,6.22,,,#DIV/0!,['Lysophosphatidylinositol (13:0)'],['Phosphatidylglycerol (15:0)' 'Bismonoacylglycerolphosphate (15:0)']
587,587,,0.31,5.41,1060.4695,4.19 - 4.98,1,1600.0,-,-,0.0,1060.4695,4.41,3150.0,00:01.0,0.0,3150.0,00:01.0,4.41,,,#DIV/0!,[],[]
588,588,,0.41,8.01,506.3237,2.61 - 3.17,1,1600.0,-,-,0.0,506.3237,2.98,3180.0,00:01.0,0.0,3180.0,00:01.0,2.98,,,#DIV/0!,"['Lysophosphatidylethanolamine (20:1)' 'Phosphatidylcholine (O-17:1)'
 'Phosphatidylethanolamine (O-20:1)' 'Hexosyl ceramide (t19:0)']",[]
589,589,,0.41,7.61,694.6345,14.27 - 14.65,1,1500.0,-,-,0.0,694.6345,14.5,3020.0,00:01.0,0.0,3020.0,00:01.0,14.5,,,#DIV/0!,[],['Ceramide (d42:1)']
590,590,,0.38,6.61,1247.3093,13.01 - 13.20,1,1500.0,-,-,0.0,1247.3093,13.15,3010.0,00:01.0,0.0,3010.0,00:01.0,13.15,,,#DIV/0!,[],[]
591,591,,0.33,5.37,876.6058,12.54 - 13.18,1,1500.0,-,-,0.0,876.6058,12.75,3040.0,00:01.0,0.0,3040.0,00:01.0,12.75,,,#DIV/0!,['Phosphatidylserine (O-44:6)'],"['Phosphatidylcholine (O-41:7)' 'Phosphatidylethanolamine (O-44:7)'
 'Phosphatidylserine (39:1)']"
592,592,,0.4,7.17,678.6011,12.21 - 12.71,1,1500.0,-,-,0.0,678.6011,12.57,3090.0,00:01.0,0.0,3090.0,00:01.0,12.57,,,#DIV/0!,[],['Ceramide (d41:2)']
593,593,,0.4,6.99,918.6673,11.76 - 12.08,1,1500.0,-,-,0.0,918.6673,11.91,3090.0,00:01.0,0.0,3090.0,00:01.0,11.91,,,#DIV/0!,['Phosphatidylserine (O-47:6)' 'Sulfohexosyl ceramide (d44:1)'],"['Phosphatidylcholine (O-44:7)' 'Phosphatidylethanolamine (O-47:7)'
 'Hexosyl ceramide (t46:6)']"
594,594,,0.33,5.36,1022.6146,11.30 - 11.51,1,1500.0,-,-,0.0,1022.6146,11.45,3090.0,00:01.0,0.0,3090.0,00:01.0,11.45,,,#DIV/0!,[],[]
595,595,,0.38,6.02,1094.5078,11.15 - 11.31,1,1500.0,-,-,0.0,1094.5078,11.23,3020.0,00:01.0,0.0,3020.0,00:01.0,11.23,,,#DIV/0!,[],[]
596,596,,0.29,5.55,1506.1218,11.13 - 11.29,1,1500.0,-,-,0.0,1506.1218,11.22,3020.0,00:01.0,0.0,3020.0,00:01.0,11.22,,,#DIV/0!,[],[]
597,597,,0.37,6.0,1458.1238,11.11 - 11.22,1,1500.0,-,-,0.0,1458.1238,11.17,2950.0,00:01.0,0.0,2950.0,00:01.0,11.17,,,#DIV/0!,[],[]
598,598,,0.2,4.98,845.4896,7.76 - 7.98,1,1500.0,-,-,0.0,845.4896,7.77,2950.0,00:01.0,0.0,2950.0,00:01.0,7.77,,,#DIV/0!,[],['Phosphatidylinositol (O-33:5)']
599,599,,0.33,5.45,616.3677,6.28 - 6.66,1,1500.0,-,-,0.0,616.3677,6.43,2960.0,00:01.0,0.0,2960.0,00:01.0,6.43,,,#DIV/0!,[],['Lysophosphatidylcholine (22:4)']
600,600,,0.35,5.49,953.5295,5.39 - 6.20,1,1500.0,-,-,0.0,953.5295,5.69,2960.0,00:01.0,0.0,2960.0,00:01.0,5.69,,,#DIV/0!,['Phosphatidylglycerophosphate (44:8)'],[]
601,601,,0.33,5.42,860.5895,3.68 - 4.89,1,1500.0,-,-,0.0,860.5895,4.77,3010.0,00:01.0,0.0,3010.0,00:01.0,4.77,,,#DIV/0!,['Phosphatidylserine (O-43:7)' 'Sulfohexosyl ceramide (d40:2)'],['Phosphatidylcholine (O-40:8)']
602,602,,0.42,9.21,457.2964,3.30 - 3.92,1,1500.0,-,-,0.0,457.2964,3.84,3080.0,00:01.0,0.0,3080.0,00:01.0,3.84,,,#DIV/0!,[],[]
603,603,,0.43,9.38,466.0702,2.68 - 3.21,1,1500.0,-,-,0.0,466.0702,3.15,2990.0,00:01.0,0.0,2990.0,00:01.0,3.15,,,#DIV/0!,[],[]
604,604,,0.39,7.04,1136.895,17.08 - 17.28,1,1400.0,-,-,0.0,1136.895,17.22,2830.0,00:01.0,0.0,2830.0,00:01.0,17.22,,,#DIV/0!,['Phosphatidylcholine (62:8)'],[]
605,605,,0.38,6.5,1120.9319,16.54 - 16.69,1,1400.0,-,-,0.0,1120.9319,16.61,2880.0,00:01.0,0.0,2880.0,00:01.0,16.61,,,#DIV/0!,[],['Phosphatidylcholine (O-58:4)']
606,606,,0.4,7.16,1048.7523,14.78 - 15.06,1,1400.0,-,-,0.0,1048.7523,14.96,2860.0,00:01.0,0.0,2860.0,00:01.0,14.96,,,#DIV/0!,['Sulfohexosyl ceramide (d54:6)'],['Phosphatidylserine (O-53:6)']
607,607,,0.36,6.07,904.6488,11.25 - 11.51,1,1400.0,-,-,0.0,904.6488,11.36,2800.0,00:01.0,0.0,2800.0,00:01.0,11.36,,,#DIV/0!,['Phosphatidylserine (O-46:6)'],"['Phosphatidylcholine (O-43:7)' 'Phosphatidylethanolamine (O-46:7)'
 'Hexosyl ceramide (t45:6)']"
608,608,,0.38,6.44,932.6454,10.47 - 10.72,1,1400.0,-,-,0.0,932.6454,10.58,2760.0,00:01.0,0.0,2760.0,00:01.0,10.58,,,#DIV/0!,['Phosphatidylserine (47:6)'],['Phosphatidylcholine (44:7)']
609,609,,0.4,7.07,919.4984,7.52 - 7.69,1,1400.0,-,-,0.0,919.4984,7.61,2890.0,00:01.0,0.0,2890.0,00:01.0,7.61,,,#DIV/0!,[],[]
610,610,,0.36,5.6,886.6033,6.66 - 7.20,1,1400.0,-,-,0.0,886.6033,6.88,2880.0,00:01.0,0.0,2880.0,00:01.0,6.88,,,#DIV/0!,[],['Phosphatidylcholine (O-42:9)']
611,611,,0.37,6.08,899.4841,6.64 - 6.96,1,1400.0,-,-,0.0,899.4841,6.76,2750.0,00:01.0,0.0,2750.0,00:01.0,6.76,,,#DIV/0!,['Phosphatidylglycerophosphate (40:7)'],['Phosphatidylinositol (36:6)']
612,612,,0.4,7.1,917.4766,6.34 - 6.54,1,1400.0,-,-,0.0,917.4766,6.46,2820.0,00:01.0,0.0,2820.0,00:01.0,6.46,,,#DIV/0!,[],[]
613,613,,0.38,6.29,504.245,5.60 - 6.28,1,1400.0,-,-,0.0,504.245,5.79,2840.0,00:01.0,0.0,2840.0,00:01.0,5.79,,,#DIV/0!,[],[]
614,614,,0.39,6.34,544.1721,4.66 - 5.33,1,1400.0,-,-,0.0,544.1721,5.24,2780.0,00:01.0,0.0,2780.0,00:01.0,5.24,,,#DIV/0!,[],[]
615,615,,0.42,9.02,473.3069,3.03 - 3.91,1,1400.0,-,-,0.0,473.3069,3.84,2730.0,00:01.0,0.0,2730.0,00:01.0,3.84,,,#DIV/0!,[],[]
616,616,,0.42,8.57,429.0471,0.69 - 1.50,1,1400.0,-,-,0.0,429.0471,1.32,2740.0,00:01.0,0.0,2740.0,00:01.0,1.32,,,#DIV/0!,[],[]
617,617,,0.4,6.83,1162.9446,16.55 - 16.78,1,1300.0,-,-,0.0,1162.9446,16.69,2580.0,00:01.0,0.0,2580.0,00:01.0,16.69,,,#DIV/0!,[],['Phosphatidylcholine (60:4)']
618,618,,0.39,7.13,1122.9124,16.45 - 16.59,1,1300.0,-,-,0.0,1122.9124,16.54,2640.0,00:01.0,0.0,2640.0,00:01.0,16.54,,,#DIV/0!,[],[]
619,619,,0.39,6.42,1399.9573,16.13 - 16.28,1,1300.0,-,-,0.0,1399.9573,16.19,2600.0,00:01.0,0.0,2600.0,00:01.0,16.19,,,#DIV/0!,[],[]
620,620,,0.38,6.4,1523.9866,16.07 - 16.24,1,1300.0,-,-,0.0,1523.9866,16.11,2670.0,00:01.0,0.0,2670.0,00:01.0,16.11,,,#DIV/0!,[],[]
621,621,,0.38,6.15,678.6377,14.31 - 14.76,1,1300.0,-,-,0.0,678.6377,14.49,2640.0,00:01.0,0.0,2640.0,00:01.0,14.49,,,#DIV/0!,['Ceramide (t43:1)'],[]
622,622,,0.36,5.66,908.7086,13.43 - 13.83,1,1300.0,-,-,0.0,908.7086,13.64,2550.0,00:01.0,0.0,2550.0,00:01.0,13.64,,,#DIV/0!,['Phosphatidylethanolamine (48:3)'],[]
623,623,,0.37,6.05,760.6036,12.91 - 13.37,1,1300.0,-,-,0.0,760.6036,13.23,2630.0,00:01.0,0.0,2630.0,00:01.0,13.23,,,#DIV/0!,[],['Hexosyl ceramide (d35:0)']
624,624,,0.37,6.11,910.6567,12.37 - 12.74,1,1300.0,-,-,0.0,910.6567,12.6,2580.0,00:01.0,0.0,2580.0,00:01.0,12.6,,,#DIV/0!,[],['Phosphatidylcholine (42:4)' 'Phosphatidylethanolamine (45:4)']
625,625,,0.34,5.55,1180.4993,12.42 - 12.66,1,1300.0,-,-,0.0,1180.4993,12.55,2520.0,00:01.0,0.0,2520.0,00:01.0,12.55,,,#DIV/0!,[],[]
626,626,,0.35,5.29,948.666,12.00 - 12.40,1,1300.0,-,-,0.0,948.666,12.3,2650.0,00:01.0,0.0,2650.0,00:01.0,12.3,,,#DIV/0!,['Phosphatidylserine (48:5)'],"['Phosphatidylcholine (45:6)' 'Phosphatidylethanolamine (48:6)'
 'Dihexosyl ceramide (d37:1)']"
627,627,,0.37,6.03,832.6186,11.97 - 12.32,1,1300.0,-,-,0.0,832.6186,12.14,2690.0,00:01.0,0.0,2690.0,00:01.0,12.14,,,#DIV/0!,['Phosphatidylcholine (O-41:6)' 'Phosphatidylethanolamine (O-44:6)'],[]
628,628,,0.39,6.7,984.6268,11.81 - 12.01,1,1300.0,-,-,0.0,984.6268,11.9,2580.0,00:01.0,0.0,2580.0,00:01.0,11.9,,,#DIV/0!,[],[]
629,629,,0.33,5.31,830.5409,11.54 - 11.91,1,1300.0,-,-,0.0,830.5409,11.74,2580.0,00:01.0,0.0,2580.0,00:01.0,11.74,,,#DIV/0!,['Sulfohexosyl ceramide (d38:3)'],[]
630,630,,0.38,6.1,838.5464,11.61 - 11.90,1,1300.0,-,-,0.0,838.5464,11.69,2540.0,00:01.0,0.0,2540.0,00:01.0,11.69,,,#DIV/0!,['Phosphatidylethanolamine (44:10)'],[]
631,631,,0.37,5.51,1480.1067,11.13 - 11.24,1,1300.0,-,-,0.0,1480.1067,11.17,2540.0,00:01.0,0.0,2540.0,00:01.0,11.17,,,#DIV/0!,[],[]
632,632,,0.36,6.06,1016.4919,11.02 - 11.24,1,1300.0,-,-,0.0,1016.4919,11.14,2520.0,00:01.0,0.0,2520.0,00:01.0,11.14,,,#DIV/0!,[],[]
633,633,,0.31,5.44,797.6447,10.98 - 11.17,1,1300.0,-,-,0.0,797.6447,11.08,2530.0,00:01.0,0.0,2530.0,00:01.0,11.08,,,#DIV/0!,"['Phosphatidate (O-44:2)' 'Sphingomyelin (d41:2)'
 'Ceramide phosphoethanolamine (d44:2)']",['Sterol ester (53:7)']
634,634,,0.35,5.41,1032.4874,10.32 - 10.52,1,1300.0,-,-,0.0,1032.4874,10.31,2610.0,00:01.0,0.0,2610.0,00:01.0,10.31,,,#DIV/0!,[],[]
635,635,,0.28,5.18,1024.5112,8.02 - 8.26,1,1300.0,-,-,0.0,1024.5112,8.07,2590.0,00:01.0,0.0,2590.0,00:01.0,8.07,,,#DIV/0!,[],[]
636,636,,0.23,5.04,985.4659,7.61 - 7.72,1,1300.0,-,-,0.0,985.4659,7.7,2620.0,00:01.0,0.0,2620.0,00:01.0,7.7,,,#DIV/0!,[],[]
637,637,,0.39,6.28,772.5109,6.98 - 7.35,1,1300.0,-,-,0.0,772.5109,7.11,2550.0,00:01.0,0.0,2550.0,00:01.0,7.11,,,#DIV/0!,['Phosphatidylserine (35:2)'],['Phosphatidylcholine (32:3)' 'Phosphatidylethanolamine (35:3)']
638,638,,0.38,6.46,521.3594,5.83 - 6.31,1,1300.0,-,-,0.0,521.3594,5.92,2690.0,00:01.0,0.0,2690.0,00:01.0,5.92,,,#DIV/0!,['Lysophosphatidate (24:0)' 'Phosphatidate (O-24:0)'],[]
639,639,,0.4,6.95,878.495,5.23 - 5.44,1,1300.0,-,-,0.0,878.495,5.36,2620.0,00:01.0,0.0,2620.0,00:01.0,5.36,,,#DIV/0!,['Phosphatidylserine (44:12)'],[]
640,640,,0.38,6.21,546.1686,4.66 - 5.34,1,1300.0,-,-,0.0,546.1686,5.25,2630.0,00:01.0,0.0,2630.0,00:01.0,5.25,,,#DIV/0!,[],[]
641,641,,0.36,6.02,914.4688,4.08 - 4.67,1,1300.0,-,-,0.0,914.4688,4.3,2610.0,00:01.0,0.0,2610.0,00:01.0,4.3,,,#DIV/0!,[],[]
642,642,,0.43,9.02,446.0829,3.48 - 3.92,1,1300.0,-,-,0.0,446.0829,3.78,2680.0,00:01.0,0.0,2680.0,00:01.0,3.78,,,#DIV/0!,[],[]
643,643,,0.41,6.77,1164.9111,16.50 - 16.63,1,1200.0,-,-,0.0,1164.9111,16.57,2380.0,00:01.0,0.0,2380.0,00:01.0,16.57,,,#DIV/0!,[],[]
644,644,,0.39,7.26,1080.8181,15.39 - 15.60,1,1200.0,-,-,0.0,1080.8181,15.49,2370.0,00:01.0,0.0,2370.0,00:01.0,15.49,,,#DIV/0!,[],['Phosphatidylserine (O-55:4)']
645,645,,0.35,5.7,894.6185,12.92 - 13.27,1,1200.0,-,-,0.0,894.6185,13.04,2450.0,00:01.0,0.0,2450.0,00:01.0,13.04,,,#DIV/0!,['Phosphatidylserine (44:4)'],"['Phosphatidylcholine (41:5)' 'Phosphatidylethanolamine (44:5)'
 'Dihexosyl ceramide (d33:0)']"
646,646,,0.32,5.42,1066.6122,12.62 - 13.01,1,1200.0,-,-,0.0,1066.6122,12.89,2310.0,00:01.0,0.0,2310.0,00:01.0,12.89,,,#DIV/0!,[],[]
647,647,,0.35,5.33,1010.5671,11.96 - 12.22,1,1200.0,-,-,0.0,1010.5671,12.09,2490.0,00:01.0,0.0,2490.0,00:01.0,12.09,,,#DIV/0!,[],['Sulfodihexosyl ceramide (d36:3)']
648,648,,0.28,5.19,654.5551,11.75 - 11.93,1,1200.0,-,-,0.0,654.5551,11.85,2400.0,00:01.0,0.0,2400.0,00:01.0,11.85,,,#DIV/0!,['Ceramide (t42:6)'],[]
649,649,,0.35,5.28,1531.1218,10.96 - 11.17,1,1200.0,-,-,0.0,1531.1218,11.04,2480.0,00:01.0,0.0,2480.0,00:01.0,11.04,,,#DIV/0!,[],[]
650,650,,0.25,5.01,1016.4922,10.76 - 10.99,1,1200.0,-,-,0.0,1016.4922,10.9,2370.0,00:01.0,0.0,2370.0,00:01.0,10.9,,,#DIV/0!,[],[]
651,651,,0.31,5.37,919.5483,6.86 - 7.10,1,1200.0,-,-,0.0,919.5483,6.89,2460.0,00:01.0,0.0,2460.0,00:01.0,6.89,,,#DIV/0!,['Phosphatidylglycerophosphate (41:4)'],['Phosphatidylinositol (37:3)']
652,652,,0.36,5.73,1087.4929,6.54 - 6.73,1,1200.0,-,-,0.0,1087.4929,6.62,2480.0,00:01.0,0.0,2480.0,00:01.0,6.62,,,#DIV/0!,[],[]
653,653,,0.34,5.28,895.4989,6.29 - 7.32,1,1200.0,-,-,0.0,895.4989,6.3,2320.0,00:01.0,0.0,2320.0,00:01.0,6.3,,,#DIV/0!,['Ganglioside GA2 (d22:1)'],['Ganglioside GM4 (d24:1)']
654,654,,0.4,6.93,528.2374,6.05 - 6.31,1,1200.0,-,-,0.0,528.2374,6.22,2350.0,00:01.0,0.0,2350.0,00:01.0,6.22,,,#DIV/0!,[],[]
655,655,,0.35,5.41,854.5145,4.70 - 5.35,1,1200.0,-,-,0.0,854.5145,4.9,2370.0,00:01.0,0.0,2370.0,00:01.0,4.9,,,#DIV/0!,[],['Phosphatidylserine (38:5)']
656,656,,0.41,7.7,528.2726,1.55 - 1.87,1,1200.0,-,-,0.0,528.2726,1.8,2390.0,00:01.0,0.0,2390.0,00:01.0,1.8,,,#DIV/0!,['Phosphatidylethanolamine (21:4)'],[]
657,657,,0.39,6.99,831.6724,16.93 - 17.24,1,1100.0,-,-,0.0,831.6724,17.08,2190.0,00:01.0,0.0,2190.0,00:01.0,17.08,,,#DIV/0!,[],['Triacylglycerol (47:3)']
658,658,,0.38,6.22,575.8605,16.41 - 17.09,1,1100.0,-,-,0.0,575.8605,16.54,2250.0,00:01.0,0.0,2250.0,00:01.0,16.54,,,#DIV/0!,[],[]
659,659,,0.39,7.43,1116.7411,14.90 - 15.03,1,1100.0,-,-,0.0,1116.7411,14.97,2290.0,00:01.0,0.0,2290.0,00:01.0,14.97,,,#DIV/0!,[],[]
660,660,,0.38,6.05,758.6055,13.40 - 13.82,1,1100.0,-,-,0.0,758.6055,13.68,2280.0,00:01.0,0.0,2280.0,00:01.0,13.68,,,#DIV/0!,"['Phosphatidylcholine (O-35:1)' 'Phosphatidylethanolamine (O-38:1)'
 'Hexosyl ceramide (t37:0)']",[]
661,661,,0.39,6.83,885.6641,13.39 - 13.71,1,1100.0,-,-,0.0,885.6641,13.56,2150.0,00:01.0,0.0,2150.0,00:01.0,13.56,,,#DIV/0!,['Phosphatidylglycerol (44:2)' 'Bismonoacylglycerolphosphate (44:2)'],['Phosphatidate (46:2)']
662,662,,0.39,6.78,914.6461,13.20 - 13.40,1,1100.0,-,-,0.0,914.6461,13.3,2150.0,00:01.0,0.0,2150.0,00:01.0,13.3,,,#DIV/0!,[],[]
663,663,,0.32,5.4,1128.6348,13.00 - 13.41,1,1100.0,-,-,0.0,1128.6348,13.28,2280.0,00:01.0,0.0,2280.0,00:01.0,13.28,,,#DIV/0!,[],[]
664,664,,0.36,5.75,820.6432,12.17 - 12.50,1,1100.0,-,-,0.0,820.6432,12.47,2110.0,00:01.0,0.0,2110.0,00:01.0,12.47,,,#DIV/0!,[],['Phosphatidylcholine (O-36:0)' 'Phosphatidylethanolamine (O-39:0)']
665,665,,0.32,5.25,1050.6187,12.28 - 12.52,1,1100.0,-,-,0.0,1050.6187,12.38,2240.0,00:01.0,0.0,2240.0,00:01.0,12.38,,,#DIV/0!,[],[]
666,666,,0.36,6.06,838.675,11.98 - 12.27,1,1100.0,-,-,0.0,838.675,12.18,2180.0,00:01.0,0.0,2180.0,00:01.0,12.18,,,#DIV/0!,['Phosphatidylethanolamine (O-44:3)'],[]
