level_0,index,Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,LIVER_N50_neg m/z,LIVER_N50_neg RT mean,LIVER_N50_neg Normalized Area,LIVER_N01_neg m/z,LIVER_N01_neg RT mean,LIVER_N01_neg Normalized Area,Sample Profile (Ratio),protein Normalized Area,control Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM,Ratio N50/N01,[M-H]-,[M+HCOO]-
402,402,,0.52,8.94,609.5553,10.58 - 11.80,1,14000.0,609.5553,11.15,27800.0,-,-,0.0,1.00:0,27800.0,0.0,1.00:0,11.15,,,#DIV/0!,['Diacylglycerol (35:0)' 'Sterol ester (42:1)'],[]
403,403,,0.4,7.41,1019.5111,6.10 - 7.10,1,14000.0,1019.5111,6.98,27800.0,-,-,0.0,1.00:0,27800.0,0.0,1.00:0,6.98,,,#DIV/0!,[],['Phosphatidylglycerophosphate (46:12)']
404,404,,0.51,8.85,712.6369,15.04 - 15.43,1,14000.0,712.6369,15.25,27700.0,-,-,0.0,1.00:0,27700.0,0.0,1.00:0,15.25,,,#DIV/0!,[],['Ceramide (t42:0)']
405,405,,0.49,9.35,984.5543,9.52 - 10.46,1,14000.0,984.5543,10.14,27700.0,-,-,0.0,1.00:0,27700.0,0.0,1.00:0,10.14,,,#DIV/0!,[],['Sulfodihexosyl ceramide (d34:2)']
406,406,,0.44,7.89,680.5735,11.72 - 12.58,1,14000.0,680.5735,12.19,27600.0,-,-,0.0,1.00:0,27600.0,0.0,1.00:0,12.19,,,#DIV/0!,[],['Ceramide (t40:2)']
407,407,,0.5,8.98,772.5835,9.93 - 10.45,1,14000.0,772.5835,10.14,27600.0,-,-,0.0,1.00:0,27600.0,0.0,1.00:0,10.14,,,#DIV/0!,['Phosphatidylcholine (35:1)' 'Phosphatidylethanolamine (38:1)'],['Ceramide phosphate (d42:2)']
408,408,,0.5,8.67,1441.1882,15.00 - 15.83,1,14000.0,1441.1882,15.33,27500.0,-,-,0.0,1.00:0,27500.0,0.0,1.00:0,15.33,,,#DIV/0!,[],[]
409,409,,0.51,8.4,685.5415,12.44 - 13.22,1,14000.0,685.5415,12.78,27400.0,-,-,0.0,1.00:0,27400.0,0.0,1.00:0,12.78,,,#DIV/0!,[],['Monoalkylmonoacylglycerol (O-39:6)']
410,410,,0.52,8.44,599.498,8.81 - 8.98,1,14000.0,599.498,8.9,27300.0,-,-,0.0,1.00:0,27300.0,0.0,1.00:0,8.9,,,#DIV/0!,['Monoalkylmonoacylglycerol (O-36:5)'],['octatriacontapentaenoate' 'Diacylglycerol (31:0)']
411,411,,0.52,8.45,658.5712,12.89 - 13.52,1,14000.0,658.5712,13.34,27200.0,-,-,0.0,1.00:0,27200.0,0.0,1.00:0,13.34,,,#DIV/0!,['Ceramide (t42:4)'],[]
412,412,,0.52,8.45,642.558,12.20 - 12.92,1,13000.0,642.558,12.68,27000.0,-,-,0.0,1.00:0,27000.0,0.0,1.00:0,12.68,,,#DIV/0!,[],['Ceramide (t37:0)']
413,413,,0.51,9.67,709.611,12.87 - 13.83,1,13000.0,709.611,13.28,26600.0,-,-,0.0,1.00:0,26600.0,0.0,1.00:0,13.28,,,#DIV/0!,['Monoalkylmonoacylglycerol (O-44:6)'],[]
414,414,,0.44,7.27,1085.125,12.29 - 13.40,1,13000.0,1085.125,12.74,26600.0,-,-,0.0,1.00:0,26600.0,0.0,1.00:0,12.74,,,#DIV/0!,[],[]
415,415,,0.51,9.63,1159.1665,14.37 - 15.18,1,13000.0,1159.1665,15.0,26400.0,-,-,0.0,1.00:0,26400.0,0.0,1.00:0,15.0,,,#DIV/0!,[],[]
416,416,,0.41,7.08,956.5311,8.44 - 9.15,1,13000.0,956.5311,8.77,26400.0,-,-,0.0,1.00:0,26400.0,0.0,1.00:0,8.77,,,#DIV/0!,[],['Sulfodihexosyl ceramide (d32:2)']
417,417,,0.48,8.4,918.5474,6.24 - 7.41,1,13000.0,918.5474,6.74,26400.0,-,-,0.0,1.00:0,26400.0,0.0,1.00:0,6.74,,,#DIV/0!,[],[]
418,418,,0.47,7.1,800.4934,9.19 - 9.82,1,13000.0,800.4934,9.48,26200.0,-,-,0.0,1.00:0,26200.0,0.0,1.00:0,9.48,,,#DIV/0!,['Sulfohexosyl ceramide (d36:4)'],[]
419,419,,0.51,8.77,574.4742,8.73 - 8.98,1,13000.0,574.4742,8.86,26200.0,-,-,0.0,1.00:0,26200.0,0.0,1.00:0,8.86,,,#DIV/0!,['Ceramide (t36:4)'],[]
420,420,,0.48,7.48,544.4481,6.20 - 7.57,1,13000.0,544.4481,7.41,26200.0,-,-,0.0,1.00:0,26200.0,0.0,1.00:0,7.41,,,#DIV/0!,[],[]
421,421,,0.49,8.88,1117.6208,11.70 - 12.35,1,13000.0,1117.6208,12.11,26100.0,-,-,0.0,1.00:0,26100.0,0.0,1.00:0,12.11,,,#DIV/0!,[],[]
422,422,,0.48,8.56,885.6375,10.46 - 11.23,1,13000.0,885.6375,10.73,26000.0,-,-,0.0,1.00:0,26000.0,0.0,1.00:0,10.73,,,#DIV/0!,['Phosphatidate (50:7)'],[]
423,423,,0.5,8.61,896.6323,10.17 - 10.88,1,13000.0,896.6323,10.37,25700.0,-,-,0.0,1.00:0,25700.0,0.0,1.00:0,10.37,,,#DIV/0!,['Phosphatidylserine (44:3)'],['Phosphatidylcholine (41:4)' 'Phosphatidylethanolamine (44:4)']
424,424,,0.52,8.73,519.3884,7.89 - 8.44,1,13000.0,519.3884,8.35,25700.0,-,-,0.0,1.00:0,25700.0,0.0,1.00:0,8.35,,,#DIV/0!,[],[]
425,425,,0.48,7.8,1543.379,15.36 - 15.60,1,13000.0,1543.379,15.5,25600.0,-,-,0.0,1.00:0,25600.0,0.0,1.00:0,15.5,,,#DIV/0!,[],[]
426,426,,0.54,8.81,867.1826,6.62 - 7.13,1,13000.0,867.1826,6.99,25600.0,-,-,0.0,1.00:0,25600.0,0.0,1.00:0,6.99,,,#DIV/0!,[],[]
427,427,,0.5,8.92,547.3594,5.55 - 6.56,1,13000.0,547.3594,6.05,25600.0,-,-,0.0,1.00:0,25600.0,0.0,1.00:0,6.05,,,#DIV/0!,[],[]
428,428,,0.5,9.63,536.355,5.56 - 6.56,1,13000.0,536.355,6.04,25400.0,-,-,0.0,1.00:0,25400.0,0.0,1.00:0,6.04,,,#DIV/0!,[],[]
429,429,,0.49,8.95,1131.6392,12.44 - 13.04,1,13000.0,1131.6392,12.82,25300.0,-,-,0.0,1.00:0,25300.0,0.0,1.00:0,12.82,,,#DIV/0!,[],['Phosphatidylglycerophosphate (54:12)']
430,430,,0.5,8.82,573.356,5.74 - 6.63,1,13000.0,573.356,6.26,25300.0,-,-,0.0,1.00:0,25300.0,0.0,1.00:0,6.26,,,#DIV/0!,[],[]
431,431,,0.53,9.22,1451.9916,16.21 - 16.45,1,13000.0,1451.9916,16.29,25200.0,-,-,0.0,1.00:0,25200.0,0.0,1.00:0,16.29,,,#DIV/0!,['Ganglioside GM3 (d56:5)'],[]
432,432,,0.42,6.58,1439.1979,14.96 - 15.95,1,13000.0,1439.1979,15.27,25200.0,-,-,0.0,1.00:0,25200.0,0.0,1.00:0,15.27,,,#DIV/0!,[],[]
433,433,,0.46,7.7,1157.1667,14.66 - 15.18,1,13000.0,1157.1667,14.91,25200.0,-,-,0.0,1.00:0,25200.0,0.0,1.00:0,14.91,,,#DIV/0!,[],[]
434,434,,0.52,9.29,438.0575,1.15 - 2.90,1,13000.0,438.0575,2.75,25100.0,-,-,0.0,1.00:0,25100.0,0.0,1.00:0,2.75,,,#DIV/0!,[],[]
435,435,,0.5,8.55,1019.217,8.23 - 8.48,1,12000.0,1019.217,8.35,24900.0,-,-,0.0,1.00:0,24900.0,0.0,1.00:0,8.35,,,#DIV/0!,[],[]
436,436,,0.44,7.55,930.5189,8.06 - 8.65,1,12000.0,930.5189,8.23,24900.0,-,-,0.0,1.00:0,24900.0,0.0,1.00:0,8.23,,,#DIV/0!,[],['Sulfodihexosyl ceramide (d30:1)']
437,437,,0.42,6.39,1056.5342,7.02 - 8.10,1,12000.0,1056.5342,7.35,24800.0,-,-,0.0,1.00:0,24800.0,0.0,1.00:0,7.35,,,#DIV/0!,[],[]
438,438,,0.5,8.63,772.3213,1.94 - 3.08,1,12000.0,772.3213,2.93,24800.0,-,-,0.0,1.00:0,24800.0,0.0,1.00:0,2.93,,,#DIV/0!,[],[]
439,439,,0.51,9.77,668.6187,13.53 - 14.15,1,12000.0,668.6187,13.88,24700.0,-,-,0.0,1.00:0,24700.0,0.0,1.00:0,13.88,,,#DIV/0!,[],['Ceramide (d40:0)']
440,440,,0.44,7.65,814.5564,9.02 - 9.60,1,12000.0,814.5564,9.19,24700.0,-,-,0.0,1.00:0,24700.0,0.0,1.00:0,9.19,,,#DIV/0!,['Phosphatidylserine (38:2)'],['Phosphatidylcholine (35:3)' 'Phosphatidylethanolamine (38:3)']
441,441,,0.51,8.83,808.6116,14.14 - 14.68,1,12000.0,808.6116,14.51,24600.0,-,-,0.0,1.00:0,24600.0,0.0,1.00:0,14.51,,,#DIV/0!,[],[]
442,442,,0.5,8.69,727.5342,11.10 - 12.05,1,12000.0,727.5342,11.59,24600.0,-,-,0.0,1.00:0,24600.0,0.0,1.00:0,11.59,,,#DIV/0!,"['Phosphatidate (38:2)' 'Sphingomyelin (t35:3)'
 'Ceramide phosphoethanolamine (t38:3)' 'Monohexosyldiacylglycerol (32:1)']",[]
443,443,,0.25,5.0,818.5425,7.28 - 7.93,1,12000.0,818.5425,7.43,24600.0,-,-,0.0,1.00:0,24600.0,0.0,1.00:0,7.43,,,#DIV/0!,['Phosphatidylserine (O-40:7)'],['Phosphatidylethanolamine (O-40:8)']
444,444,,0.46,7.44,782.4916,7.05 - 7.84,1,12000.0,782.4916,7.35,24600.0,-,-,0.0,1.00:0,24600.0,0.0,1.00:0,7.35,,,#DIV/0!,['Phosphatidylserine (36:4)'],['Phosphatidylcholine (33:5)' 'Phosphatidylethanolamine (36:5)']
445,445,,0.44,7.38,1510.075,9.19 - 9.48,1,12000.0,1510.075,9.4,24400.0,-,-,0.0,1.00:0,24400.0,0.0,1.00:0,9.4,,,#DIV/0!,[],[]
446,446,,0.44,8.13,816.5126,7.89 - 8.81,1,12000.0,816.5126,8.39,24400.0,-,-,0.0,1.00:0,24400.0,0.0,1.00:0,8.39,,,#DIV/0!,['Phosphatidylserine (O-40:8)'],['Phosphatidylethanolamine (O-40:9)' 'Phosphatidylserine (35:3)']
447,447,,0.5,9.04,759.5571,11.51 - 12.44,1,12000.0,759.5571,11.94,24300.0,-,-,0.0,1.00:0,24300.0,0.0,1.00:0,11.94,,,#DIV/0!,[],"['Phosphatidate (O-38:2)' 'Sphingomyelin (d35:2)'
 'Ceramide phosphoethanolamine (d38:2)']"
448,448,,0.49,9.02,654.5587,11.50 - 12.41,1,12000.0,654.5587,11.9,24100.0,-,-,0.0,1.00:0,24100.0,0.0,1.00:0,11.9,,,#DIV/0!,[],['Ceramide (t38:1)']
449,449,,0.49,9.02,803.1027,8.98 - 9.35,1,12000.0,803.1027,9.27,24100.0,-,-,0.0,1.00:0,24100.0,0.0,1.00:0,9.27,,,#DIV/0!,[],[]
450,450,,0.52,8.22,316.9346,18.26 - 20.03,1,12000.0,316.9346,19.52,23900.0,-,-,0.0,1.00:0,23900.0,0.0,1.00:0,19.52,,,#DIV/0!,[],[]
451,451,,0.47,8.4,836.5399,8.44 - 8.65,1,12000.0,836.5399,8.53,23800.0,-,-,0.0,1.00:0,23800.0,0.0,1.00:0,8.53,,,#DIV/0!,['Phosphatidylserine (40:5)'],['Phosphatidylcholine (37:6)' 'Phosphatidylethanolamine (40:6)']
452,452,,0.5,8.59,550.1813,5.56 - 6.54,1,12000.0,550.1813,6.04,23800.0,-,-,0.0,1.00:0,23800.0,0.0,1.00:0,6.04,,,#DIV/0!,[],[]
453,453,,0.41,7.01,926.5732,6.59 - 8.10,1,12000.0,926.5732,7.57,23600.0,-,-,0.0,1.00:0,23600.0,0.0,1.00:0,7.57,,,#DIV/0!,[],['Sulfohexosyl ceramide (d42:6)']
454,454,,0.5,8.69,687.5375,6.49 - 7.16,1,12000.0,687.5375,6.99,23600.0,-,-,0.0,1.00:0,23600.0,0.0,1.00:0,6.99,,,#DIV/0!,"['Phosphatidate (O-36:1)' 'Sphingomyelin (d33:1)'
 'Ceramide phosphoethanolamine (d36:1)']",[]
455,455,,0.45,7.85,818.5483,7.63 - 8.18,1,12000.0,818.5483,7.97,23500.0,-,-,0.0,1.00:0,23500.0,0.0,1.00:0,7.97,,,#DIV/0!,[],['Phosphatidylserine (O-36:2)']
456,456,,0.48,8.92,1035.6201,10.95 - 11.66,1,12000.0,1035.6201,11.43,23400.0,-,-,0.0,1.00:0,23400.0,0.0,1.00:0,11.43,,,#DIV/0!,[],['Phosphatidylinositol (46:8)']
457,457,,0.47,7.09,982.5465,9.06 - 9.83,1,12000.0,982.5465,9.52,23300.0,-,-,0.0,1.00:0,23300.0,0.0,1.00:0,9.52,,,#DIV/0!,[],['Sulfodihexosyl ceramide (d34:3)']
458,458,,0.49,8.96,943.2004,8.27 - 8.52,1,12000.0,943.2004,8.31,23200.0,-,-,0.0,1.00:0,23200.0,0.0,1.00:0,8.31,,,#DIV/0!,[],[]
459,459,,0.45,7.29,688.4899,6.67 - 7.76,1,12000.0,688.4899,7.21,23200.0,-,-,0.0,1.00:0,23200.0,0.0,1.00:0,7.21,,,#DIV/0!,['Phosphatidylcholine (29:1)' 'Phosphatidylethanolamine (32:1)'],['Ceramide phosphate (d36:2)']
460,460,,0.48,8.41,1250.2139,14.51 - 15.15,1,12000.0,1250.2139,14.93,23100.0,-,-,0.0,1.00:0,23100.0,0.0,1.00:0,14.93,,,#DIV/0!,[],[]
461,461,,0.49,9.65,903.6317,11.74 - 12.29,1,11000.0,903.6317,12.12,22900.0,-,-,0.0,1.00:0,22900.0,0.0,1.00:0,12.12,,,#DIV/0!,['Phosphatidylinositol (O-40:2)'],['Phosphatidylglycerol (42:2)' 'Bismonoacylglycerolphosphate (42:2)']
462,462,,0.48,8.48,1006.473,10.20 - 10.72,1,11000.0,1006.473,10.49,22700.0,-,-,0.0,1.00:0,22700.0,0.0,1.00:0,10.49,,,#DIV/0!,[],[]
463,463,,0.5,8.38,697.5411,11.68 - 12.58,1,11000.0,697.5411,12.07,22500.0,-,-,0.0,1.00:0,22500.0,0.0,1.00:0,12.07,,,#DIV/0!,[],['Monoalkylmonoacylglycerol (O-40:7)']
464,464,,0.44,7.75,744.4933,6.15 - 7.39,1,11000.0,744.4933,7.25,22500.0,-,-,0.0,1.00:0,22500.0,0.0,1.00:0,7.25,,,#DIV/0!,['Phosphatidylethanolamine (O-38:8)'],[]
465,465,,0.49,9.67,971.6165,11.70 - 12.32,1,11000.0,971.6165,12.1,22400.0,-,-,0.0,1.00:0,22400.0,0.0,1.00:0,12.1,,,#DIV/0!,[],['Phosphatidylinositol (O-42:5)']
466,466,,0.45,8.06,1025.1577,10.06 - 10.36,1,11000.0,1025.1577,10.18,22100.0,-,-,0.0,1.00:0,22100.0,0.0,1.00:0,10.18,,,#DIV/0!,[],[]
467,467,,0.49,8.8,917.6483,12.40 - 13.03,1,11000.0,917.6483,12.82,22000.0,-,-,0.0,1.00:0,22000.0,0.0,1.00:0,12.82,,,#DIV/0!,['Phosphatidylinositol (O-41:2)'],['Phosphatidylglycerol (43:2)' 'Bismonoacylglycerolphosphate (43:2)']
468,468,,0.44,8.01,669.5768,12.27 - 13.12,1,11000.0,669.5768,12.68,21700.0,-,-,0.0,1.00:0,21700.0,0.0,1.00:0,12.68,,,#DIV/0!,['Monoalkylmonoacylglycerol (O-41:5)'],['Diacylglycerol (36:0)' 'Sterol ester (43:1)']
469,469,,0.5,9.34,941.2025,8.23 - 8.40,1,11000.0,941.2025,8.31,21700.0,-,-,0.0,1.00:0,21700.0,0.0,1.00:0,8.31,,,#DIV/0!,[],[]
470,470,,0.5,9.07,700.6194,14.59 - 15.04,1,11000.0,700.6194,14.79,21600.0,-,-,0.0,1.00:0,21600.0,0.0,1.00:0,14.79,,,#DIV/0!,['Ceramide (t45:4)'],[]
471,471,,0.49,9.13,624.5551,10.22 - 11.31,1,11000.0,624.5551,10.86,21600.0,-,-,0.0,1.00:0,21600.0,0.0,1.00:0,10.86,,,#DIV/0!,[],['Ceramide (d37:1)']
472,472,,0.49,9.63,835.6447,11.72 - 12.30,1,11000.0,835.6447,12.11,21300.0,-,-,0.0,1.00:0,21300.0,0.0,1.00:0,12.11,,,#DIV/0!,[],"['Monoalkyldiacylglycerol (O-49:8)' 'Sphingomyelin (t39:0)'
 'Ceramide phosphoethanolamine (t42:0)']"
473,473,,0.49,9.45,985.6335,12.41 - 13.01,1,11000.0,985.6335,12.78,21200.0,-,-,0.0,1.00:0,21200.0,0.0,1.00:0,12.78,,,#DIV/0!,[],['Phosphatidylinositol (O-43:5)']
474,474,,0.47,7.31,790.5935,9.27 - 9.82,1,11000.0,790.5935,9.52,21200.0,-,-,0.0,1.00:0,21200.0,0.0,1.00:0,9.52,,,#DIV/0!,['Phosphatidylserine (O-37:0)' 'Hexosyl ceramide (t40:5)'],['Phosphatidylcholine (O-34:1)' 'Phosphatidylethanolamine (O-37:1)']
475,475,,0.53,9.51,667.137,7.76 - 8.06,1,11000.0,667.137,7.97,21100.0,-,-,0.0,1.00:0,21100.0,0.0,1.00:0,7.97,,,#DIV/0!,[],[]
476,476,,0.54,7.82,504.2723,1.23 - 1.99,1,11000.0,504.2723,1.86,21100.0,-,-,0.0,1.00:0,21100.0,0.0,1.00:0,1.86,,,#DIV/0!,['Lysophosphatidylserine (O-18:3)' 'Phosphatidylethanolamine (19:2)'],[]
477,477,,0.49,8.74,701.5288,12.65 - 13.30,1,10000.0,701.5288,12.99,20900.0,-,-,0.0,1.00:0,20900.0,0.0,1.00:0,12.99,,,#DIV/0!,['Sphingomyelin (t33:2)' 'Ceramide phosphoethanolamine (t36:2)'],['Diacylglycerol (39:5)']
478,478,,0.5,8.81,869.1813,6.90 - 7.09,1,10000.0,869.1813,6.99,20900.0,-,-,0.0,1.00:0,20900.0,0.0,1.00:0,6.99,,,#DIV/0!,[],[]
479,479,,0.51,8.6,440.0545,1.36 - 2.88,1,10000.0,440.0545,2.75,20700.0,-,-,0.0,1.00:0,20700.0,0.0,1.00:0,2.75,,,#DIV/0!,[],[]
480,480,,0.49,9.03,808.5117,6.54 - 7.13,1,10000.0,808.5117,6.76,20600.0,-,-,0.0,1.00:0,20600.0,0.0,1.00:0,6.76,,,#DIV/0!,['Phosphatidylserine (38:5)'],['Phosphatidylcholine (35:6)' 'Phosphatidylethanolamine (38:6)']
481,481,,0.51,10.0,476.098,1.20 - 3.24,1,10000.0,476.098,3.16,20600.0,-,-,0.0,1.00:0,20600.0,0.0,1.00:0,3.16,,,#DIV/0!,[],[]
482,482,,0.48,7.55,936.5165,5.89 - 7.05,1,10000.0,936.5165,6.48,20500.0,-,-,0.0,1.00:0,20500.0,0.0,1.00:0,6.48,,,#DIV/0!,[],[]
483,483,,0.44,7.53,1218.1365,14.50 - 15.02,1,10000.0,1218.1365,14.84,20400.0,-,-,0.0,1.00:0,20400.0,0.0,1.00:0,14.84,,,#DIV/0!,['Triacylglycerol (78:4)'],[]
484,484,,0.43,7.94,873.5086,6.10 - 7.09,1,10000.0,873.5086,6.53,20400.0,-,-,0.0,1.00:0,20400.0,0.0,1.00:0,6.53,,,#DIV/0!,[],['Phosphatidylinositol (O-35:5)']
485,485,,0.55,8.02,528.3082,1.86 - 2.46,1,10000.0,528.3082,2.25,20400.0,-,-,0.0,1.00:0,20400.0,0.0,1.00:0,2.25,,,#DIV/0!,['Lysophosphatidylethanolamine (22:4)'],[]
486,486,,0.5,8.62,725.6412,14.60 - 15.06,1,10000.0,725.6412,14.79,20300.0,-,-,0.0,1.00:0,20300.0,0.0,1.00:0,14.79,,,#DIV/0!,[],['Sterol ester (47:1)']
487,487,,0.48,7.26,1125.2671,10.22 - 11.07,1,10000.0,1125.2671,10.91,20200.0,-,-,0.0,1.00:0,20200.0,0.0,1.00:0,10.91,,,#DIV/0!,[],[]
488,488,,0.49,9.46,849.661,12.38 - 12.99,1,10000.0,849.661,12.82,20000.0,-,-,0.0,1.00:0,20000.0,0.0,1.00:0,12.82,,,#DIV/0!,[],"['Monoalkyldiacylglycerol (O-50:8)' 'Sphingomyelin (t40:0)'
 'Ceramide phosphoethanolamine (t43:0)']"
489,489,,0.49,9.05,948.59,9.40 - 9.86,1,10000.0,948.59,9.6,20000.0,-,-,0.0,1.00:0,20000.0,0.0,1.00:0,9.6,,,#DIV/0!,[],[]
490,490,,0.48,8.77,941.6942,12.95 - 13.64,1,9900.0,941.6942,13.38,19900.0,-,-,0.0,1.00:0,19900.0,0.0,1.00:0,13.38,,,#DIV/0!,['Phosphatidate (54:7)'],['Triacylglycerol (56:11)']
491,491,,0.57,8.43,583.1367,3.16 - 3.44,1,9900.0,583.1367,3.26,19900.0,-,-,0.0,1.00:0,19900.0,0.0,1.00:0,3.26,,,#DIV/0!,[],[]
492,492,,0.5,9.18,466.2925,1.50 - 2.70,1,10000.0,466.2925,2.61,19900.0,-,-,0.0,1.00:0,19900.0,0.0,1.00:0,2.61,,,#DIV/0!,"['Lysophosphatidylcholine (14:0)' 'Lysophosphatidylethanolamine (17:0)'
 'Phosphatidylethanolamine (O-17:0)']",[]
493,493,,0.49,8.97,772.5837,11.39 - 12.05,1,9800.0,772.5837,11.76,19600.0,-,-,0.0,1.00:0,19600.0,0.0,1.00:0,11.76,,,#DIV/0!,['Phosphatidylcholine (35:1)' 'Phosphatidylethanolamine (38:1)'],['Ceramide phosphate (d42:2)']
494,494,,0.49,8.84,682.6349,14.22 - 14.64,1,9700.0,682.6349,14.38,19300.0,-,-,0.0,1.00:0,19300.0,0.0,1.00:0,14.38,,,#DIV/0!,[],['Ceramide (d41:0)']
495,495,,0.41,6.61,902.5802,7.05 - 8.01,1,9600.0,902.5802,7.55,19200.0,-,-,0.0,1.00:0,19200.0,0.0,1.00:0,7.55,,,#DIV/0!,[],['Dihexosyl ceramide (d34:3)']
496,496,,0.48,7.54,658.48,7.08 - 7.72,1,9600.0,658.48,7.43,19200.0,-,-,0.0,1.00:0,19200.0,0.0,1.00:0,7.43,,,#DIV/0!,['Phosphatidylcholine (O-28:2)' 'Phosphatidylethanolamine (O-31:2)'],[]
497,497,,0.51,9.51,796.5835,10.87 - 11.53,1,9600.0,796.5835,11.18,19100.0,-,-,0.0,1.00:0,19100.0,0.0,1.00:0,11.18,,,#DIV/0!,['Phosphatidylcholine (37:3)' 'Phosphatidylethanolamine (40:3)'],[]
498,498,,0.53,9.43,1537.9276,15.71 - 15.93,1,9400.0,1537.9276,15.81,18800.0,-,-,0.0,1.00:0,18800.0,0.0,1.00:0,15.81,,,#DIV/0!,[],[]
499,499,,0.5,9.12,712.6452,13.50 - 14.16,1,9400.0,712.6452,13.99,18800.0,-,-,0.0,1.00:0,18800.0,0.0,1.00:0,13.99,,,#DIV/0!,[],['Ceramide (t42:0)']
500,500,,0.43,8.27,666.6026,12.40 - 13.44,1,9400.0,666.6026,12.5,18800.0,-,-,0.0,1.00:0,18800.0,0.0,1.00:0,12.5,,,#DIV/0!,[],['Ceramide (d40:1)']
501,501,,0.43,7.87,1025.1553,9.69 - 10.12,1,9400.0,1025.1553,9.93,18800.0,-,-,0.0,1.00:0,18800.0,0.0,1.00:0,9.93,,,#DIV/0!,[],[]
502,502,,0.44,7.56,956.6194,9.48 - 10.03,1,9400.0,956.6194,9.89,18800.0,-,-,0.0,1.00:0,18800.0,0.0,1.00:0,9.89,,,#DIV/0!,[],['Sulfohexosyl ceramide (d44:5)']
503,503,,0.51,9.52,431.1009,1.56 - 3.21,1,9400.0,431.1009,3.15,18800.0,-,-,0.0,1.00:0,18800.0,0.0,1.00:0,3.15,,,#DIV/0!,['Phosphatidylinositol (5:0)'],[]
504,504,,0.4,6.75,1076.5222,8.01 - 8.61,1,9200.0,1076.5222,8.23,18500.0,-,-,0.0,1.00:0,18500.0,0.0,1.00:0,8.23,,,#DIV/0!,[],[]
505,505,,0.52,8.27,966.0989,6.85 - 7.09,1,9200.0,966.0989,6.99,18500.0,-,-,0.0,1.00:0,18500.0,0.0,1.00:0,6.99,,,#DIV/0!,[],[]
506,506,,0.52,9.54,349.2371,2.42 - 3.92,1,9200.0,349.2371,3.16,18400.0,-,-,0.0,1.00:0,18400.0,0.0,1.00:0,3.16,,,#DIV/0!,['Monoacylglycerol (18:4)'],['eicosatetraenoate']
507,507,,0.47,7.25,774.5408,9.44 - 9.86,1,9200.0,774.5408,9.81,18300.0,-,-,0.0,1.00:0,18300.0,0.0,1.00:0,9.81,,,#DIV/0!,['Phosphatidylcholine (O-37:7)' 'Phosphatidylethanolamine (O-40:7)'],[]
508,508,,0.47,7.36,743.1372,9.23 - 9.69,1,9100.0,743.1372,9.44,18300.0,-,-,0.0,1.00:0,18300.0,0.0,1.00:0,9.44,,,#DIV/0!,[],[]
509,509,,0.49,8.82,1175.7689,8.85 - 9.02,1,9200.0,1175.7689,8.9,18300.0,-,-,0.0,1.00:0,18300.0,0.0,1.00:0,8.9,,,#DIV/0!,['Phosphatidylglycerophosphate (60:9)'],['Phosphatidylinositol (56:8)']
510,510,,0.46,7.3,871.6917,11.45 - 12.71,1,9100.0,871.6917,12.04,18200.0,-,-,0.0,1.00:0,18200.0,0.0,1.00:0,12.04,,,#DIV/0!,['Triacylglycerol (54:9)'],['Sphingomyelin (d43:2)']
511,511,,0.51,8.74,862.6815,15.83 - 16.06,1,9000.0,862.6815,15.91,18000.0,-,-,0.0,1.00:0,18000.0,0.0,1.00:0,15.91,,,#DIV/0!,['Hexosyl ceramide (t45:4)'],['Phosphatidylcholine (O-39:0)' 'Phosphatidylethanolamine (O-42:0)']
512,512,,0.47,7.72,1094.5229,10.03 - 10.36,1,9000.0,1094.5229,10.15,18000.0,-,-,0.0,1.00:0,18000.0,0.0,1.00:0,10.15,,,#DIV/0!,[],[]
513,513,,0.5,8.63,558.3317,1.88 - 3.02,1,9000.0,558.3317,2.93,18000.0,-,-,0.0,1.00:0,18000.0,0.0,1.00:0,2.93,,,#DIV/0!,[],[]
514,514,,0.45,7.4,965.1915,10.76 - 11.65,1,9000.0,965.1915,11.07,17900.0,-,-,0.0,1.00:0,17900.0,0.0,1.00:0,11.07,,,#DIV/0!,[],[]
515,515,,0.49,9.45,1011.1971,9.97 - 10.28,1,9000.0,1011.1971,10.08,17900.0,-,-,0.0,1.00:0,17900.0,0.0,1.00:0,10.08,,,#DIV/0!,[],[]
516,516,,0.42,6.45,795.5109,5.83 - 7.05,1,8900.0,795.5109,5.96,17900.0,-,-,0.0,1.00:0,17900.0,0.0,1.00:0,5.96,,,#DIV/0!,"['Phosphatidylglycerol (38:5)' 'Phosphatidylinositol (31:0)'
 'Bismonoacylglycerolphosphate (38:5)']",['Phosphatidate (40:5)']
517,517,,0.49,8.95,441.2625,3.19 - 3.97,1,8900.0,441.2625,3.79,17900.0,-,-,0.0,1.00:0,17900.0,0.0,1.00:0,3.79,,,#DIV/0!,[],['Lysophosphatidate (O-16:0)']
518,518,,0.35,5.59,1273.3057,12.76 - 13.23,1,8800.0,1273.3057,13.14,17700.0,-,-,0.0,1.00:0,17700.0,0.0,1.00:0,13.14,,,#DIV/0!,[],[]
519,519,,0.48,8.4,1066.5157,10.15 - 10.59,1,8800.0,1066.5157,10.4,17700.0,-,-,0.0,1.00:0,17700.0,0.0,1.00:0,10.4,,,#DIV/0!,[],[]
