"LTPProtein	ProteinDomain	FullIdentityOfLipid	Lipid	Screen	Intensity	Adduct	TotalCarbonChainLength	TotalCarbonChainUnsaturations	IonMode	mz	MeanOfRetentionTime	MinimumOfRetentionTime	MaximumOfRetentionTime	LipidAmbiguity	LikelySubclass";;;;
"RLBP1	CRAL-TRIO	[M+NH4]+: Phosphatidylglycerol (30:1) => (14:0/16:1)	PG(30:1)	in vitro	1900000	[M+NH4]+	30	1	pos	710.4958	5.52	4.04	6.01	PG	PG";;;;
"RLBP1	CRAL-TRIO	[M+H]+: Phosphatidylethanolamine (30:0) => (14:0/16:0)	PE(30:0)	in vitro	1600000	[M+H]+	30	0	pos	664.4908	7.42	6.68	7.75	PE	PE";;;;
"RLBP1	CRAL-TRIO	[M+H]+: Phosphatidylglycerol (33:1) => (16:0/17:1)	PG(33:1)	in vitro	1500000	[M+H]+	33	1	pos	735.5164	7.35	6.24	7.61	PG	PG";;;;
"RLBP1	CRAL-TRIO	[M+H]+: Phosphatidylglycerol (35:2) => (18:1/17:1)	PG(35:2)	in vitro	1300000	[M+H]+	35	2	pos	761.5324	7.47	6.39	7.73	PG	PG";;;;
"RLBP1	CRAL-TRIO	[M+H]+: Phosphatidylethanolamine (35:1) => (16:0/19:1)	PE(35:1)	in vitro	1200000	[M+H]+	35	1	pos	732.5541	9.88	9.49	10.25	PE	PE";;;;
"RLBP1	CRAL-TRIO	[M+NH4]+: Phosphatidylglycerol (30:0) => (14:0/16:0)	PG(30:0)	in vitro	1000000	[M+NH4]+	30	0	pos	712.512	6.4	5.14	6.68	PG	PG";;;;
"RLBP1	CRAL-TRIO	[M+H]+: Phosphatidylethanolamine (37:2) => (18:1/19:1)	PE(37:2)	in vitro	790000	[M+H]+	37	2	pos	758.5703	9.99	9.49	10.34	PE	PE";;;;
"RLBP1	CRAL-TRIO	[M+H]+: Phosphatidylcholine (34:1)	PC(34:1)	in vitro	720000	[M+H]+	34	1	pos	760.585	8.66	8.07	10.15	PC	PC";;;;
"RLBP1	CRAL-TRIO	[M+H]+: Phosphatidylethanolamine (31:1) => (14:0/17:1)	PE(31:1)	in vitro	590000	[M+H]+	31	1	pos	676.491	7.1	6.52	7.46	PE	PE";;;;
"RLBP1	CRAL-TRIO	[M+H]+: Phosphatidylethanolamine (32:0) => (16:0/16:0)	PE(32:0)	in vitro	390000	[M+H]+	32	0	pos	692.5223	8.81	8.1	9.3	PE	PE";;;;
"RLBP1	CRAL-TRIO	[M+NH4]+: Phosphatidylglycerol (31:1) => (14:0/17:1)	PG(31:1)	in vitro	350000	[M+NH4]+	31	1	pos	724.5103	6.11	4.8	7.11	PG	PG";;;;
"RLBP1	CRAL-TRIO	[M+H]+: Phosphatidylglycerol (35:1) => (16:0/19:1)	PG(35:1)	in vitro	320000	[M+H]+	35	1	pos	763.548	8.63	7.69	8.9	PG	PG";;;;
"RLBP1	CRAL-TRIO	[M+NH4]+: Phosphatidylglycerol (36:3) => (18:2/18:1)	PG(36:3)	in vitro	250000	[M+NH4]+	36	3	pos	790.5587	7.5	6.87	8.23	PG	PG";;;;
"RLBP1	CRAL-TRIO	[M+H]+: Phosphatidylglycerol (32:2) => (16:1/16:1)	PG(32:2)	in vitro	240000	[M+H]+	32	2	pos	719.4858	5.65	4.29	5.97	PG	PG";;;;
"RLBP1	CRAL-TRIO	[M+Na]+: Phosphatidylglycerol (30:1) => (14:0/16:1)	PG(30:1)	in vitro	220000	[M+Na]+	30	1	pos	715.4522	5.48	3.92	5.8	PG	PG";;;;
"RLBP1	CRAL-TRIO	[M+H]+: Phosphatidylethanolamine (28:0) => (14:0/14:0)	PE(28:0)	in vitro	200000	[M+H]+	28	0	pos	636.4596	6.13	5.16	6.39	PE	PE";;;;
"RLBP1	CRAL-TRIO	[M+NH4]+: Phosphatidylglycerol (28:0) => (14:0/14:0)	PG(28:0)	in vitro	180000	[M+NH4]+	28	0	pos	684.4818	5.3	3.8	6.57	PG	PG";;;;
"RLBP1	CRAL-TRIO	[M+H]+: Phosphatidylglycerol (30:1) => (14:0/16:1)	PG(30:1)	in vitro	170000	[M+H]+	30	1	pos	693.4702	5.48	4.08	5.8	PG	PG";;;;
"RLBP1	CRAL-TRIO	[M+H]+: Phosphatidylglycerol (33:2) => (16:1/17:1)	PG(33:2)	in vitro	170000	[M+H]+	33	2	pos	733.5005	6.32	5.14	6.52	PG	PG";;;;
"RLBP1	CRAL-TRIO	[M+NH4]+: Phosphatidylglycerophosphate (32:1) => (16:1/16:0)	PGP(32:1)	in vitro	120000	[M+NH4]+	32	1	pos	818.4946	5.59	5.06	8.16	PGP	PGP";;;;
"RLBP1	CRAL-TRIO	[M+H]+: Phosphatidylglycerol (30:0) => (14:0/16:0)	PG(30:0)	in vitro	120000	[M+H]+	30	0	pos	695.485	6.4	5.1	6.56	PG	PG";;;;
"RLBP1	CRAL-TRIO	[M+H]+: Phosphatidylethanolamine (28:1) => (12:0/16:1)	PE(28:1)	in vitro	100000	[M+H]+	28	1	pos	634.4447	5.21	4.41	5.99	PE	PE";;;;
"RLBP1	CRAL-TRIO	[M+Na]+: Phosphatidylethanolamine (35:1) => (16:0/19:1)	PE(35:1)	in vitro	99000	[M+Na]+	35	1	pos	754.5368	9.87	9.51	10.21	PE	PE";;;;
"RLBP1	CRAL-TRIO	[M+NH4]+: Phosphatidylglycerophosphate (34:2) => (16:1/18:1)	PGP(34:2)	in vitro	92000	[M+NH4]+	34	2	pos	844.5099	5.66	5.24	6.87	PGP	PGP";;;;
"RLBP1	CRAL-TRIO	[M+NH4]+: Cardiolipin (68:3) => (16:0/16:1//18:1/18:1)	CL(68:3)	in vitro	83000	[M+NH4]+	68	3	pos	1421.0202	16.45	16.11	16.68	CL	CL";;;;
"RLBP1	CRAL-TRIO	[M+NH4]+: Phosphatidylglycerol (28:1) => (12:0/16:1)	PG(28:1)	in vitro	83000	[M+NH4]+	28	1	pos	682.4651	4.58	3.23	4.95	PG	PG";;;;
"RLBP1	CRAL-TRIO	[M+H]+: Phosphatidylethanolamine (30:2) => (16:1/14:1)	PE(30:2)	in vitro	82000	[M+H]+	30	2	pos	660.4599	5.49	4.84	5.98	PE	PE";;;;
"RLBP1	CRAL-TRIO	[M+H]+: Phosphatidylglycerophosphate (32:1) => (16:1/16:0)	PGP(32:1)	in vitro	70000	[M+H]+	32	1	pos	801.4679	5.59	5.24	6.47	PGP	PGP";;;;
"RLBP1	CRAL-TRIO	[M+H]+: Phosphatidylcholine (38:3)	PC(38:3)	in vitro	61000	[M+H]+	38	3	pos	812.6154	9.52	8.31	10.25	PC	PC";;;;
"RLBP1	CRAL-TRIO	[M+Na]+: Phosphatidylethanolamine (37:2)	PE(37:2)	in vitro	60000	[M+Na]+	37	2	pos	780.5529	10.09	9.67	10.71	PE	PE";;;;
"RLBP1	CRAL-TRIO	[M+NH4]+: Cardiolipin (66:2) => (16:0/16:1//16:0/18:1)	CL(66:2)	in vitro	52000	[M+NH4]+	66	2	pos	1395.0067	16.43	16.11	16.63	CL	CL";;;;
"RLBP1	CRAL-TRIO	[M+NH4]+: Phosphatidylglycerol (30:2) => (16:1/14:1)	PG(30:2)	in vitro	51000	[M+NH4]+	30	2	pos	708.4816	4.8	3.23	5.33	PG	PG";;;;
"RLBP1	CRAL-TRIO	[M+NH4]+: Cardiolipin (70:3) => (18:1/16:0//18:1/18:1)	CL(70:3)	in vitro	43000	[M+NH4]+	70	3	pos	1449.0515	16.7	16.4	16.92	CL	CL";;;;
"RLBP1	CRAL-TRIO	[M+NH4]+: Cardiolipin (66:3) => (16:1/16:0//16:1/18:1)	CL(66:3)	in vitro	34000	[M+NH4]+	66	3	pos	1392.9905	16.15	16.05	16.61	CL	CL";;;;
"RLBP1	CRAL-TRIO	[M+H]+: Phosphatidylethanolamine (38:2) => (20:1/18:1)	PE(38:2)	in vitro	32000	[M+H]+	38	2	pos	772.5865	10.5	10.08	11.15	PE	PE";;;;
"RLBP1	CRAL-TRIO	[M+NH4]+: Cardiolipin (69:3) => (33:1/36:2)	CL(69:3)	in vitro	30000	[M+NH4]+	69	3	pos	1435.0374	16.63	16.31	16.85	CL	CL";;;;
"RLBP1	CRAL-TRIO	[M+NH4]+: Cardiolipin (64:2) => (16:1/16:0//16:1/16:0)	CL(64:2)	in vitro	26000	[M+NH4]+	64	2	pos	1366.9766	16.13	15.74	16.37	CL	CL";;;;
"RLBP1	CRAL-TRIO	[M+NH4]+: Cardiolipin (70:4) => (18:1/16:1//18:1/18:1)	CL(70:4)	in vitro	25000	[M+NH4]+	70	4	pos	1447.0346	16.46	16.37	16.7	CL	CL";;;;
"RLBP1	CRAL-TRIO	[M+NH4]+: Cardiolipin (67:3) => (32:1/35:2)	CL(67:3)	in vitro	22000	[M+NH4]+	67	3	pos	1407.0063	16.36	16.06	16.77	CL	CL";;;;
"RLBP1	CRAL-TRIO	[M+NH4]+: Cardiolipin (67:2) =>  (16:0/17:1//16:0/18:1)	CL(67:2)	in vitro	16000	[M+NH4]+	67	2	pos	1409.0213	16.63	16.33	16.83	CL	CL";;;;
"RLBP1	CRAL-TRIO	[M+NH4]+: Cardiolipin (68:4) => (16:1/18:1//16:1/18:1)	CL(68:4)	in vitro	12000	[M+NH4]+	68	4	pos	1419.0047	16.17	16.06	16.7	CL	CL";;;;
"RLBP1	CRAL-TRIO	[M-H]-: Phosphatidylglycerol (32:1) => (16:1/16:0)	PG(32:1)	in vitro	24000000	[M-H]-	32	1	neg	719.4877	6.61	5.19	6.89	PG	PG";;;;
"RLBP1	CRAL-TRIO	[M-H]-: Phosphatidylglycerol (36:2) => (18:1/18:1)	PG(36:2)	in vitro	20000000	[M-H]-	36	2	neg	773.5346	7.9	6.78	8.39	PG	PG";;;;
"RLBP1	CRAL-TRIO	[M-H]-: Phosphatidylglycerol (34:2) => (16:1/18:1)	PG(34:2)	in vitro	18000000	[M-H]-	34	2	neg	745.5034	6.72	5.33	7.13	PG	PG";;;;
"RLBP1	CRAL-TRIO	[M-H]-: Phosphatidylglycerol (34:1) => (18:1/16:0)	PG(34:1)	in vitro	18000000	[M-H]-	34	1	neg	747.5191	7.78	6.54	8.14	PG	PG";;;;
"RLBP1	CRAL-TRIO	[M-H]-: Phosphatidylglycerol (33:1) => (17:1/16:0)	PG(33:1)	in vitro	9600000	[M-H]-	33	1	neg	733.5034	7.35	6.14	7.63	PG	PG";;;;
"RLBP1	CRAL-TRIO	[M-H]-: Phosphatidylglycerol (35:2) => (17:1/18:1)	PG(35:2)	in vitro	9300000	[M-H]-	35	2	neg	759.5189	7.47	6.26	7.75	PG	PG";;;;
"RLBP1	CRAL-TRIO	[M-H]-: Phosphatidylethanolamine (33:1) => (17:1/16:0)	PE(33:1)	in vitro	5900000	[M-H]-	33	1	neg	702.509	8.5	8.03	8.82	PE	PE";;;;
"RLBP1	CRAL-TRIO	[M-H]-: Phosphatidylethanolamine (34:1) => (18:1/16:0)	PE(34:1)	in vitro	5700000	[M-H]-	34	1	neg	716.5245	8.96	7.72	9.33	PE	PE";;;;
"RLBP1	CRAL-TRIO	[M-H]-: Phosphatidylethanolamine (36:2) => (18:1/18:1)	PE(36:2)	in vitro	4400000	[M-H]-	36	2	neg	742.5405	9.1	8.67	9.61	PE	PE";;;;
"RLBP1	CRAL-TRIO	[M-H]-: Phosphatidylethanolamine (35:2) => (17:1/18:1)	PE(35:2)	in vitro	3500000	[M-H]-	35	2	neg	728.5246	8.63	8.16	8.97	PE	PE";;;;
"RLBP1	CRAL-TRIO	[M-H]-: Phosphatidylglycerol (32:2) => (16:1/16:1)	PG(32:2)	in vitro	2700000	[M-H]-	32	2	neg	717.4726	5.65	4.24	5.91	PG	PG";;;;
"RLBP1	CRAL-TRIO	[M-H]-: Phosphatidylglycerol (35:1) => (19:1/16:0)	PG(35:1)	in vitro	2100000	[M-H]-	35	1	neg	761.5344	8.64	7.86	8.95	PG	PG";;;;
"RLBP1	CRAL-TRIO	[M-H]-: Bismonoacylglycerolphosphate (37:2)";"Phosphatidylglycerol (37:2) => (19:1/18:1)	PG/BMP(37:2)	in vitro	2100000	[M-H]-	37	2	neg	787.5507	8.76	7.9	9.06	BMP";" PG	PG/BMP";;
"RLBP1	CRAL-TRIO	[M-H]-: Phosphatidylethanolamine (32:2)  => (16:1/16:1)	PE(32:2)	in vitro	1900000	[M-H]-	32	2	neg	686.4772	6.54	5.93	6.9	PE	PE";;;;
"RLBP1	CRAL-TRIO	[M-H]-: Phosphatidylglycerol (33:2) => (16:1/17:1)	PG(33:2)	in vitro	1900000	[M-H]-	33	2	neg	731.4868	6.32	4.98	6.57	PG	PG";;;;
"RLBP1	CRAL-TRIO	[M-H]-: Phosphatidylethanolamine (33:2) =(17:1/16:1)	PE(33:2)	in vitro	1300000	[M-H]-	33	2	neg	700.4924	7.33	6.78	7.66	PE	PE";;;;
"RLBP1	CRAL-TRIO	[M-H]-: Phosphatidylethanolamine (30:1) => (16:1/14:0)	PE(30:1)	in vitro	1300000	[M-H]-	30	1	neg	660.4619	6.34	5.72	6.69	PE	PE";;;;
"RLBP1	CRAL-TRIO	[M-H]-: Phosphatidylethanolamine (35:1) => (19:1/16:0)	PE(35:1)	in vitro	630000	[M-H]-	35	1	neg	730.5415	9.89	9.51	10.21	PE	PE";;;;
"RLBP1	CRAL-TRIO	[M+HCOO]-: Phosphatidylcholine (36:2) => (18:1/18:1)	PC(36:2)	in vitro	450000	[M+HCOO]-	36	2	neg	830.5923	8.88	8.46	9.26	PC	PC";;;;
"RLBP1	CRAL-TRIO	[M-H]-: Phosphatidate (32:1) => (16:0/16:1)	PA(32:1)	in vitro	410000	[M-H]-	32	1	neg	645.4504	7.08	5.84	7.53	PA	PA";;;;
"RLBP1	CRAL-TRIO	[M-H]-: Phosphatidate (34:2) => (18:1/16:1)	PA(34:2)	in vitro	380000	[M-H]-	34	2	neg	671.4657	7.19	6.01	7.8	PA	PA";;;;
"RLBP1	CRAL-TRIO	[M-H]-: Phosphatidylethanolamine (37:2) => (19:1/18:1)	PE(37:2)	in vitro	360000	[M-H]-	37	2	neg	756.5567	10.01	9.65	10.32	PE	PE";;;;
"RLBP1	CRAL-TRIO	[M-H]-: octadecenoate => (18:1)	FA(18:1)	in vitro	320000	[M-H]-	18	1	neg	281.2488	3.79	3.03	8.78	FA	FA";;;;
"RLBP1	CRAL-TRIO	[M-H]-: Phosphatidylglycerol (31:1) => (17:1/14:0)	PG(31:1)	in vitro	310000	[M-H]-	31	1	neg	705.4715	6.12	4.79	6.33	PG	PG";;;;
"RLBP1	CRAL-TRIO	[M-H]-: Phosphatidylethanolamine (31:1) => (17:1/14:0)	PE(31:1)	in vitro	270000	[M-H]-	31	1	neg	674.4766	7.1	6.56	7.39	PE	PE";;;;
"RLBP1	CRAL-TRIO	[M-H]-: Phosphatidylglycerol (28:0) => (14:0/14:0)	PG(28:0)	in vitro	180000	[M-H]-	28	0	neg	665.4412	5.31	3.98	5.53	PG	PG";;;;
"RLBP1	CRAL-TRIO	[M-H]-: Phosphatidylglycerophosphate (34:2) => (18:1/16:1)	PGP(34:2)	in vitro	170000	[M-H]-	34	2	neg	825.4694	5.66	5.22	8.37	PGP	PGP";;;;
"RLBP1	CRAL-TRIO	[M-H]-: Phosphatidate (36:2) => (18:1/18:1)	PA(36:2)	in vitro	170000	[M-H]-	36	2	neg	699.4979	8.45	7.47	8.99	PA	PA";;;;
"RLBP1	CRAL-TRIO	[M-H]-: Phosphatidate (34:1) => (16:0/18:1)	PA(34:1)	in vitro	160000	[M-H]-	34	1	neg	673.4818	8.31	7.36	8.8	PA	PA";;;;
"RLBP1	CRAL-TRIO	[M-H]-: Phosphatidylethanolamine (32:0) => (16:0/16:0)	PE(32:0)	in vitro	130000	[M-H]-	32	0	neg	690.5085	8.81	8.36	9.17	PE	PE";;;;
"RLBP1	CRAL-TRIO	[M-H]-: Phosphatidylglycerol (36:3) => (18:1/18:2)	PG(36:3)	in vitro	130000	[M-H]-	36	3	neg	771.5165	7.5	6.81	7.83	PG	PG";;;;
"RLBP1	CRAL-TRIO	[M-H+1x(HCOONa)]-: Phosphatidylglycerol (32:2) => (16:1/16:1)	PG(32:2)	in vitro	120000	[M-H+1x(HCOONa)]-	32	2	neg	785.4588	5.65	4.03	5.89	PG	PG";;;;
"RLBP1	CRAL-TRIO	[M-H]-: Phosphatidylglycerophosphate (36:2) => (18:1/18:1)	PGP(36:2)	in vitro	110000	[M-H]-	36	2	neg	853.4994	6.7	5.63	9.41	PGP	PGP";;;;
"RLBP1	CRAL-TRIO	[M-H]-: Phosphatidate (32:2) => (16:1/16:1)	PA(32:2)	in vitro	110000	[M-H]-	32	2	neg	643.4341	6.03	4.93	6.41	PA	PA";;;;
"RLBP1	CRAL-TRIO	[M-H]-: Phosphatidate (35:2) => (18:1/17:1)	PA(35:2)	in vitro	110000	[M-H]-	35	2	neg	685.4811	7.97	6.93	8.48	PA	PA";;;;
"RLBP1	CRAL-TRIO	[M-H]-: Phosphatidylethanolamine (28:0) => (14:0/14:0)	PE(28:0)	in vitro	92000	[M-H]-	28	0	neg	634.4453	6.13	5.53	6.38	PE	PE";;;;
"RLBP1	CRAL-TRIO	[M-H]-: Phosphatidylglycerol (34:3)";"Bismonoacylglycerolphosphate (34:3) => (16:1/18:2)	PG/BMP(34:3)	in vitro	89000	[M-H]-	34	3	neg	743.4862	6.44	4.84	6.82	BMP";" PG	PG/BMP";;
"RLBP1	CRAL-TRIO	[M-H]-: Phosphatidylglycerol (28:1) => (16:1/12:0)	PG(28:1)	in vitro	83000	[M-H]-	28	1	neg	663.4253	4.56	3.22	4.89	PG	PG";;;;
"RLBP1	CRAL-TRIO	[M-H]-: Phosphatidylethanolamine (36:1)	PE(36:1)	in vitro	75000	[M-H]-	36	1	neg	744.5573	10.41	10.04	10.72	PE	PE";;;;
"RLBP1	CRAL-TRIO	[M-H]-: Phosphatidylethanolamine (28:1) => (16:1/12:0)	PE(28:1)	in vitro	66000	[M-H]-	28	1	neg	632.4307	5.2	4.55	5.64	PE	PE";;;;
"RLBP1	CRAL-TRIO	[M-H+2x(HCOONa)]-: Phosphatidylglycerol (32:2) => (16:1/16:1)	PG(32:2)	in vitro	63000	[M-H+2x(HCOONa)]-	32	2	neg	853.446	5.65	3.89	5.91	PG	PG";;;;
"RLBP1	CRAL-TRIO	[M-H]-: Phosphatidylethanolamine (30:2) => (14:1/16:1)	PE(30:2)	in vitro	53000	[M-H]-	30	2	neg	658.4456	5.48	4.82	6.05	PE	PE";;;;
"RLBP1	CRAL-TRIO	[M-H]-: Phosphatidate (30:1) => (14:0/16:1)	PA(30:1)	in vitro	52000	[M-H]-	30	1	neg	617.4187	5.84	4.69	6.22	PA	PA";;;;
"RLBP1	CRAL-TRIO	[M-H]-: Phosphatidylglycerol (30:2) => (16:1/14:1)	PG(30:2)	in vitro	50000	[M-H]-	30	2	neg	689.4413	4.78	3.4	5.26	PG	PG";;;;
"RLBP1	CRAL-TRIO	[M-H]-: Phosphatidate (33:2) => (16:1/17:1)	PA(33:2)	in vitro	47000	[M-H]-	33	2	neg	657.449	6.75	5.51	7.11	PA	PA";;;;
"RLBP1	CRAL-TRIO	[M-H+1x(HCOONa)]-: Phosphatidylethanolamine (35:1) => (19:1/16:0)	PE(35:1)	in vitro	46000	[M-H+1x(HCOONa)]-	35	1	neg	798.5285	9.88	9.51	10.17	PE	PE";;;;
"RLBP1	CRAL-TRIO	[M-H+3x(HCOONa)]-: Phosphatidylglycerol (32:2) => (16:1/16:1)	PG(32:2)	in vitro	31000	[M-H+3x(HCOONa)]-	32	2	neg	921.4335	5.5	3.88	5.89	PG	PG";;;;
"RLBP1	CRAL-TRIO	[M-H+2x(HCOONa)]-: Phosphatidylethanolamine (35:1) => (19:1/16:0)	PE(35:1)	in vitro	29000	[M-H+2x(HCOONa)]-	35	1	neg	866.516	9.88	9.52	10.18	PE	PE";;;;
"RLBP1	CRAL-TRIO	[M-H]-: Phosphatidylglycerol (38:2)";"Bismonoacylglycerolphosphate (38:2) => (19:1/19:1)	PG/BMP(38:2)	in vitro	27000	[M-H]-	38	2	neg	801.5669	9.63	9.45	9.89	BMP";" PG	PG/BMP";;
"RLBP1	CRAL-TRIO	[M-H+1x(HCOONa)]-: Phosphatidylethanolamine (37:2) => (19:1/18:1)	PE(37:2)	in vitro	26000	[M-H+1x(HCOONa)]-	37	2	neg	824.5445	10.01	9.65	10.3	PE	PE";;;;
"RLBP1	CRAL-TRIO	[M-H]-: Cardiolipin (68:3)	CL(68:3)	in vitro	22000	[M-H]-	68	3	neg	1401.9828	16.44	16.34	16.63	CL	CL";;;;
"RLBP1	CRAL-TRIO	[M-H]-: Bismonoacylglycerolphosphate (37:1)";"Phosphatidylglycerol (37:1) => (19:1/18:0)	PG/BMP(37:1)	in vitro	22000	[M-H]-	37	1	neg	789.567	9.98	9.29	10.25	PG";" BMP	PG/BMP";;
"RLBP1	CRAL-TRIO	[M-H+3x(HCOONa)]-: Phosphatidylethanolamine (35:1) => (19:1/16:0)	PE(35:1)	in vitro	17000	[M-H+3x(HCOONa)]-	35	1	neg	934.5043	9.88	9.52	10.18	PE	PE";;;;
"RLBP1	CRAL-TRIO	[M-H]-: Cardiolipin (66:2)	CL(66:2)	in vitro	16000	[M-H]-	66	2	neg	1375.9669	16.42	16.31	16.61	CL	CL";;;;
"RLBP1	CRAL-TRIO	[M-H+2x(HCOONa)]-: Phosphatidylethanolamine (37:2) => (19:1/18:1)	PE(37:2)	in vitro	16000	[M-H+2x(HCOONa)]-	37	2	neg	892.5318	10.01	9.65	10.3	PE	PE";;;;
"RLBP1	CRAL-TRIO	[M-H]-: Cardiolipin (66:3)	CL(66:3)	in vitro	14000	[M-H]-	66	3	neg	1373.9516	16.15	16.02	16.34	CL	CL";;;;
"SCP2	scp2	[M+NH4]+: Phosphatidylglycerol (32:1) => (16:1/16:0)	PG(32:1)	in vitro	260000	[M+NH4]+	32	1	pos	738.528	6.62	5.64	6.9	PG	PG";;;;
"SCP2	scp2	[M+H]+: Phosphatidylethanolamine (32:2) => (16:1/16:1)	PE(32:2)	in vitro	150000	[M+H]+	32	2	pos	688.4911	6.54	6.09	6.9	PE	PE";;;;
"SCP2	scp2	[M+H]+: Lysophosphatidylglycerol (18:1) => (18:1)	LPG(18:1)	in vitro	60000	[M+H]+	18	1	pos	511.3032	1.98	0.9	2.15	Lyso-PG	LPG";;;;
"SCP2	scp2	[M+NH4]+: Phosphatidylglycerol (30:1) => (14:0/16:1)	PG(30:1)	in vitro	60000	[M+NH4]+	30	1	pos	710.4935	5.57	4.5	6.09	PG	PG";;;;
"SCP2	scp2	[M+NH4]+: Phosphatidylglycerol (32:2) => (16:1/16:1)	PG(32:2)	in vitro	24000	[M+NH4]+	32	2	pos	736.5122	5.65	4.88	6.27	PG	PG";;;;
"SCP2	scp2	[M-H]-: Phosphatidylglycerol (32:1) => (16:1/16:0)	PG(32:1)	in vitro	190000	[M-H]-	32	1	neg	719.4862	6.63	5.56	6.91	PG	PG";;;;
"SCP2	scp2	[M-H]-: Phosphatidylglycerol (34:2)";"Bismonoacylglycerolphosphate (34:2) => (16:1/18:1)	PG/BMP(34:2)	in vitro	130000	[M-H]-	34	2	neg	745.5023	6.74	5.71	7.19	PG";" BMP	PG/BMP";;
"SCP2	scp2	[M-H]-: Phosphatidylethanolamine (32:2) = (16:1/16:1)	PE(32:2)	in vitro	61000	[M-H]-	32	2	neg	686.4763	6.55	5.95	6.94	PE	PE";;;;
"SCP2	scp2	[M-H]-: Lysophosphatidylglycerol (18:1) => (18:1)	LPG(18:1)	in vitro	55000	[M-H]-	18	1	neg	509.2872	1.91	1.11	2.15	Lyso-PG	LPG";;;;
"SCP2	scp2	[M-H]-: Bismonoacylglycerolphosphate (33:1)";"Phosphatidylglycerol (33:1) => (17:1/16:0)	PG/BMP(33:1)	in vitro	54000	[M-H]-	33	1	neg	733.5015	7.36	6.46	7.65	BMP";" PG	PG/BMP";;
"SCP2	scp2	[M-H]-: Bismonoacylglycerolphosphate (30:1)";"Phosphatidylglycerol (30:1) => (16:1/14:0)	PG/BMP(30:1)	in vitro	37000	[M-H]-	30	1	neg	691.4552	5.5	4.23	5.79	BMP";" PG	PG/BMP";;
"SCP2	scp2	[M-H]-: Phosphatidylethanolamine (33:2) => (17:1/16:1)	PE(33:2)	in vitro	31000	[M-H]-	33	2	neg	700.4911	7.34	6.79	7.68	PE	PE";;;;
"SCP2	scp2	[M-H]-: Lysophosphatidylglycerol (18:1) => (18:1)	LPG(18:1)	in vitro	21000	[M-H]-	18	1	neg	509.2874	2.02	1.94	2.11	Lyso-PG	LPG";;;;
"SCP2	scp2	[M-H]-: Lysophosphatidylglycerol (17:1) => (17:1)	LPG(17:1)	in vitro	21000	[M-H]-	17	1	neg	495.272	1.65	0.83	1.82	Lyso-PG	LPG";;;;
"SCP2D1	scp2	[M+H]+: Lysophosphatidylethanolamine (18:1) => (18:1)	LPE(18:1)	in vitro	720000	[M+H]+	18	1	pos	480.3086	2.34	0.16	2.55	Lyso-PE	LPE";;;;
"SCP2D1	scp2	[M+H]+: Lysophosphatidylethanolamine (17:1) => (17:1)	LPE(17:1)	in vitro	550000	[M+H]+	17	1	pos	466.2928	2.01	0.15	2.2	Lyso-PE	LPE";;;;
"SCP2D1	scp2	[M+H]+: Lysophosphatidylethanolamine (19:1) => (19:1)	LPE(19:1)	in vitro	300000	[M+H]+	19	1	pos	494.324	2.88	1.79	3.05	Lyso-PE	LPE";;;;
"SCP2D1	scp2	[M+H]+: Lysophosphatidylcholine (18:1) => (18:1)	LPC(18:1)	in vitro	190000	[M+H]+	18	1	pos	522.3558	2.28	1.18	2.5	Lyso-PC	LPC";;;;
"SCP2D1	scp2	[M+H]+: Lysophosphatidylcholine (18:0) => (18:0)	LPC(18:0)	in vitro	150000	[M+H]+	18	0	pos	524.3712	2.97	2.14	3.17	Lyso-PC	LPC";;;;
"SCP2D1	scp2	[M+NH4]+: Lysophosphatidylglycerol (19:1) => (19:1)	LPG(19:1)	in vitro	130000	[M+NH4]+	19	1	pos	542.3455	2.44	0.14	2.76	Lyso-PG	LPG";;;;
"SCP2D1	scp2	[M+H]+: Lysophosphatidylcholine (18:2)	LPC(18:2)	in vitro	94000	[M+H]+	18	2	pos	520.34	1.68	0.47	2.33	Lyso-PC	LPC";;;;
"SCP2D1	scp2	[M+H]+: Lysophosphatidylglycerol (18:1) => (18:1)	LPG(18:1)	in vitro	77000	[M+H]+	18	1	pos	511.3033	2.04	0.69	2.24	Lyso-PG	LPG";;;;
"SCP2D1	scp2	[M+H]+: Lysophosphatidylethanolamine (16:1)";"Phosphatidylethanolamine (O-16:1)	PE(O-16:1)/LPE(16:1)	in vitro	54000	[M+H]+	16	1	pos	452.2768	1.47	0.14	1.7	Lyso-PE";" PE-O	LPE";;
"SCP2D1	scp2	[M+H]+: Lysophosphatidylcholine (20:4)	LPC(20:4)	in vitro	41000	[M+H]+	20	4	pos	544.3397	1.64	0.58	1.99	Lyso-PC	LPC";;;;
"SCP2D1	scp2	[M+NH4]+: Lysophosphatidylglycerol (18:1)	LPG(18:1)	in vitro	37000	[M+NH4]+	18	1	pos	528.3295	1.91	0.26	2.16	Lyso-PG	LPG";;;;
"SCP2D1	scp2	[M+H]+: Lysophosphatidylglycerol (17:1) => (17:1)	LPG(17:1)	in vitro	34000	[M+H]+	17	1	pos	497.2872	1.73	0.51	1.87	Lyso-PG	LPG";;;;
"SCP2D1	scp2	[M+H]+: Lysophosphatidylcholine (22:5)	LPC(22:5)	in vitro	32000	[M+H]+	22	5	pos	570.357	1.72	0.6	2.06	Lyso-PC	LPC";;;;
